article_count_financial,article_count_geopolitical,article_count_technology,sentiment_score_financial,sentiment_score_geopolitical,sentiment_score_technology,article_zscore_financial,article_zscore_geopolitical,article_zscore_technology,sentiment_velocity_financial,sentiment_velocity_geopolitical,sentiment_velocity_technology,sentiment_3d_financial,sentiment_3d_geopolitical,sentiment_3d_technology,market_regime_flag,weighted_sentiment_financial,weighted_sentiment_geopolitical,weighted_sentiment_technology,z_lag1_sentiment_score_financial,z_lag1_sentiment_score_geopolitical,z_lag1_sentiment_score_technology,lagged_vol_geopolitical,lagged_vol_tech,lagged_vol_balanced,lagged_vol_conservative,sentiment_interaction_geo_fin
3.696559444786488e-05,-3.1435787832352524e-05,2.0387844368154765e-05,6.931811704596925e-06,7.971966834238402e-06,-6.494773983115584e-05,-0.00010485654704646554,2.3811424279536454e-05,-4.635785146820862e-05,2.5011595392603023e-06,8.068591442289161e-06,-6.29848272863275e-05,5.850783989930168e-05,-9.606178709876667e-06,-0.0002228033172558979,-0.0001755747211463631,-4.325556094251679e-06,-2.964491709251079e-05,0.0002719395585305463,-2.840551747331318e-05,4.4866786112461077e-05,4.427862514466052e-05,-9.443118659652251e-05,-0.00011949889595970617,-0.002783584635757469,-0.00023941316386261183,-3.439800232253283e-05
-3.0622693572141227e-05,-2.4258667322682993e-05,1.1419584382162934e-05,0.00015274646323508513,-1.538541876174915e-05,2.1590824470581568e-07,-1.8782504579312483e-05,-9.541025757578078e-06,-2.494571272227157e-05,9.006399989924286e-06,1.7111073886808485e-05,9.613595160738495e-05,-0.000171025551027599,-3.61179881126477e-06,-0.00019890159295367043,-0.0001755747211463631,-2.277200896601527e-06,5.625805432301494e-06,2.99946473345905e-05,1.5794660915306436e-05,1.939998170147095e-05,0.00011432217235699838,-8.523472291767242e-05,-0.00012488037613933543,-0.0027492465964290137,-0.0002911746342908056,8.277003405794232e-05
3.1766495369402874e-05,-3.1435787832352524e-05,2.4513243961711025e-06,7.812324077278418e-05,-1.4472390135166326e-05,-1.672718859204526e-05,-9.649713811046726e-05,1.572177615011462e-05,-4.5208433248992195e-06,-5.629061498702284e-06,-4.447453680439389e-07,-3.0398540395610204e-05,-0.000312967383888418,7.2837135975951375e-06,-0.0001762038485583595,-0.0001755747211463631,-7.77286299606522e-06,5.9339959270228254e-06,1.071210721305171e-05,0.0001505339559143683,-3.539140338776722e-05,-5.513429329726007e-06,-8.894315181859988e-05,-0.0001372447614673003,-0.002740756507139983,-0.0002124451666692076,6.844325601235346e-05
2.1368297212478857e-05,-6.315866048509181e-06,-1.249577558048195e-05,6.647729282279846e-05,-2.06344206489049e-05,9.193633814938006e-06,-7.514309871389851e-05,-7.637280309317372e-05,2.8172842701897098e-05,-1.4478313902418697e-06,4.672944768837443e-06,3.565893457232229e-05,-0.000383977755601453,1.6643294140381654e-05,-1.0121831061816026e-05,-0.0001755747211463631,-5.571791195016972e-06,-1.1673605792410386e-05,-9.89225528873261e-06,8.157874270641256e-05,-3.324963530028095e-05,2.56448354976941e-05,-9.519887335010085e-05,-0.00011616442946024283,-0.0024611611056252836,-0.00019667365389232884,0.00011802052572303319
2.1368297212478857e-05,-5.6555709616195865e-05,3.2345524349477205e-05,-0.00011898930397663631,-2.5807171659100514e-05,3.9840500636190433e-05,-6.84485916090332e-05,0.00012477151821523632,-7.889446829691579e-05,-1.298825031229794e-05,3.957356975507603e-06,4.294222938299356e-05,-5.992196706685054e-05,2.0053135236090002e-05,7.864011012191966e-05,-0.0001755747211463631,1.9160538800029372e-06,7.359167682845332e-05,-0.0001379445317232141,7.081736310630598e-05,-4.770442885679462e-05,-2.2023418829310042e-05,-7.531052061060707e-05,-0.00013165771744879376,-0.0023698505657596706,-0.00020597214381080825,2.7120118454900085e-05
-4.627198179831185e-06,0.00011569518261587276,-8.125243547308599e-05,-1.697163576834626e-05,4.543806681988372e-06,2.9833867191617025e-05,-3.5021717086672786e-05,-0.00039464414687444727,0.00015057088542858927,6.098600839443374e-06,-2.1738462058742028e-05,-1.970877462105997e-05,5.348248284910972e-05,1.3831321110397995e-05,0.00018294022894939366,-0.0001755747211463631,-1.000853397307719e-06,0.0002975189886882387,0.00016871669514078173,-0.00010056211238766426,-5.9838586226661444e-05,-7.838284365865931e-05,-4.9943343402332665e-05,-0.00012519016750593958,-0.002178026025981648,-5.8727178999564576e-05,7.861373418129263e-06
-8.26136843567613e-05,-2.4258667322682993e-05,2.3377264363485374e-05,-0.00021058064474094692,-1.282000964005625e-05,5.1942971311982266e-05,9.672223257695025e-05,4.817488397953963e-06,-5.3028711215305075e-05,-1.3528846887770225e-05,1.2775671206827546e-05,2.978470538970067e-05,0.0003838851727424752,1.1274563138953501e-05,0.00027870182425028956,-0.0001755747211463631,-7.758936665704364e-06,4.388827184383181e-06,-0.000137048589268921,-6.2931994385487e-06,1.1358257927309358e-05,-5.9980698059122955e-05,2.617583445077276e-05,-4.0683049836292153e-05,-0.0017229938909051575,-3.707888312871453e-05,7.447061791548809e-05
3.1766495369402874e-05,8.612544611603462e-07,-3.5275155944901184e-06,4.148656516146247e-05,-1.0838947184205569e-05,7.0794324663042426e-06,-7.668636382342248e-05,-6.706432121851138e-05,4.690550451331718e-06,1.606079222277248e-05,-1.2172995029979908e-06,-7.342666128700307e-05,0.0001925112698958753,6.377184795118883e-06,0.00020531467171426215,-0.0001755747211463631,-4.629814152242357e-06,1.2204486308361951e-05,-1.7183345974553495e-07,-0.00018519662992804798,-2.9373507312862907e-05,-0.0001006392227619447,2.0185028059294397e-05,-4.859923269212287e-05,-0.002252081386848759,-4.615786205508155e-05,4.345775572692484e-05
-6.701638712137529e-05,-1.7081546813013466e-05,1.1419584382162934e-05,-3.317426981216014e-05,-1.2557877692312318e-05,2.451267018336618e-05,7.554954505221779e-05,-3.9146644628088445e-06,-2.3681393577923323e-05,-5.631558694174953e-06,1.459062223826423e-06,2.2578739781813458e-05,0.00021183356009448121,1.1972599190344468e-05,0.00019339480712090586,0.00021459132584555486,1.3908964772036222e-06,4.69856193100549e-06,-1.151872513563776e-05,4.772480696562271e-05,-2.472636238911798e-05,-1.8135413811459283e-05,3.561089560884685e-05,-8.217698581576208e-07,-0.0019384593676622954,-6.309998681000109e-05,6.128548147123747e-05
2.1368297212478857e-05,-3.1435787832352524e-05,2.3377264363485374e-05,3.710819023241879e-05,2.4455066996533364e-07,-2.42249214883256e-05,-6.709567355777594e-05,4.944643736840995e-05,-4.948463416377737e-05,3.991615281559001e-06,-9.044852102705309e-06,-7.939695406689768e-05,-8.354529839039761e-05,7.698071183276345e-06,2.2773240745300228e-05,0.00021459132584555486,-3.890759956645294e-06,-3.247811705142758e-05,0.0001450378546927417,-2.1265161894151545e-05,-2.8758602342698046e-05,-5.0195045106805386e-05,8.31560670553794e-05,9.527079718349551e-05,0.0012818896958932558,-3.3858725581383164e-05,-2.574959817183347e-05
