article_count_financial,article_count_geopolitical,article_count_technology,sentiment_score_financial,sentiment_score_geopolitical,sentiment_score_technology,article_zscore_financial,article_zscore_geopolitical,article_zscore_technology,sentiment_velocity_financial,sentiment_velocity_geopolitical,sentiment_velocity_technology,sentiment_3d_financial,sentiment_3d_geopolitical,sentiment_3d_technology,market_regime_flag,weighted_sentiment_financial,weighted_sentiment_geopolitical,weighted_sentiment_technology,z_lag1_sentiment_score_financial,z_lag1_sentiment_score_geopolitical,z_lag1_sentiment_score_technology,lagged_vol_geopolitical,lagged_vol_tech,lagged_vol_balanced,lagged_vol_conservative,sentiment_interaction_geo_fin
0.00010377427441011843,2.499138646051068e-05,-2.7423135491096754e-06,-5.5745225135095885e-05,3.6902872236557144e-05,5.3267317821340063e-05,-0.00018075570921018616,-3.397046681294734e-05,0.00022461542943000867,4.6291149175492364e-07,-0.00016305721737918088,1.0460876983680581e-05,0.0004342142043870452,-1.091099418680449e-05,-0.00026747525997642557,-0.0002194213741364489,-3.2977428787735093e-06,1.97903598769554e-05,-0.00016614488615576586,-4.829211770902752e-05,2.0941543436454126e-05,0.00013782537564490744,-0.00042072357733954614,0.004369627078763007,-2.063647588678534e-05,0.00015486183314516395,-1.596944996081475e-05
0.00010377427441011843,-2.5931501311689768e-05,-0.00020079829209592023,0.0001248002272626142,-3.4725078092791406e-05,-0.00019451566792540905,-0.00015253208157547647,-0.0006031607483233426,0.0006576663946918201,-7.621923063776075e-06,-3.4949697234527126e-05,8.732098516118887e-05,-0.00011719774778424701,-4.4744737853057445e-05,7.5980102283833e-05,-0.0002194213741364489,-4.0822349967962883e-05,0.0006223862159232314,0.0005447818736572753,-4.829211770902752e-05,1.917781886046478e-06,6.962367339363314e-05,-0.00043408270716861503,0.002444580797184016,-2.6736436647081295e-05,0.0002596957719776707,3.4648399189796606e-05
0.00010377427441011843,2.1074241247264494e-05,-2.7423135491096754e-06,0.0001248002272626142,7.609653381809598e-05,-0.0001866924335185865,-0.00013489873840945543,7.344605493647444e-06,7.65585940856754e-05,4.6291149175492364e-07,6.08955458327057e-05,-7.379907224953644e-06,-0.0006686096999555393,-1.0498503476398237e-05,0.00043199019240164956,-0.0002194213741364489,-3.6100975472085685e-05,-6.259960419408143e-06,7.772160923449187e-05,0.0001437217393121508,-2.40129820794874e-06,-0.0003493932089697166,-0.00016148536607652546,0.006063631562266196,9.479981529570212e-07,4.229680432545967e-05,1.3144204963263445e-05
0.00010377427441011843,-4.700574255895443e-07,7.343306281504822e-05,0.0001287840511365949,-3.4202519718046616e-05,0.00012364494112894258,-0.00011297431752705067,-0.0003150364541187655,-0.00017497480105699712,4.6291149175492364e-07,0.00010013025984958264,6.978711871921093e-06,-0.0012565231768722897,4.4147010239488615e-05,-0.0001122451197016686,0.0002681816795001042,-3.085098705477744e-05,0.00031678456159349693,0.0002026627691756457,0.00014795861915363825,-1.3555713463896449e-05,0.00024094467602075718,-5.718217900628005e-05,-0.00142488037244239,3.008508536149022e-05,-0.00010309227150804778,3.564186920442294e-05
-0.00018100693966814288,7.364233000902832e-06,7.343306281504822e-05,3.355422072030265e-05,-1.3888731703224682e-05,0.00019244262418333463,9.261281808265368e-05,-0.00018338230933142565,-0.00016793262348371648,4.727308148896989e-06,1.334955956510127e-05,-2.997065128512772e-05,-0.0009656774867846956,3.239655139578314e-05,-0.0005823561187647497,-0.0002194213741364489,1.301345266021365e-05,0.00016594323504808442,0.0002607002136890504,0.00014795861915363825,-2.3697885603330667e-06,0.0001886367372552253,0.0001042879385090177,-0.0018948182591957475,6.496548656083393e-05,-0.00029446077193544116,7.390786998853411e-06
-0.00014683319397875154,3.282567688700306e-05,0.00013437336390637454,9.56627577012102e-05,-0.0003171919565640384,5.1806575907517643e-05,6.243693612436394e-05,0.00021497355688797833,-0.00037704666505308126,-2.318311958119602e-06,-0.0001566544178569769,4.7623552959253054e-05,-0.0008645202611160455,4.447903652407069e-05,-0.0004518226564632616,-0.0002194213741364489,1.4186468337027955e-05,-0.0005154407264961823,0.00027898786746988587,4.667970684171054e-05,-1.1448913373211285e-06,0.00030497802106208325,3.46477387196946e-05,-0.0026944699628686846,4.931572285400048e-05,-0.00032469826820421833,7.316573379826401e-05
-0.00014683319397875154,2.1074241247264494e-05,5.819798754221664e-05,9.56627577012102e-05,6.165038079614183e-05,-1.9296358050135262e-05,5.952370888103289e-05,1.8892336469733807e-05,-7.881703392973133e-05,4.6291149175492364e-07,0.00020169342587321153,2.186186385653275e-05,-0.0007633630354473953,3.2598375628688204e-05,-0.0002702661516981171,-0.0002194213741364489,1.3524141343534224e-05,-1.649156189581852e-05,3.0244315471613693e-05,0.00011273343226801655,-1.9433714553921612e-05,6.715346535726326e-05,8.104831055765895e-05,7.070791926561847e-05,1.4803332679270347e-05,-0.00031287799545443924,1.0746056210381178e-05
4.681803159446617e-05,2.499138646051068e-05,0.00013437336390637454,1.5220659000563793e-06,4.419907125048485e-05,-3.806222491531496e-05,-0.00010307331426942545,8.171815981150532e-05,-0.0003673854828971338,4.678536466229305e-06,-6.4893751558044355e-06,2.4712287008124627e-06,-0.0006655321968019737,2.539857796634554e-05,2.2508959302786718e-05,-0.0002194213741364489,-1.0076020560777366e-05,-6.741164315262387e-05,7.36591916018091e-05,0.00011273343226801655,3.4100271772241497e-06,-5.308614521984743e-05,0.00010466114519194853,0.0009809019078259407,1.907987587973771e-05,-0.00038998144367578244,-4.834504288442876e-06
-0.000511353147998926,-3.180721913155905e-05,-0.00023126844264158335,-6.158845026224727e-05,0.00014429842736285513,0.00011305540563820691,0.0003357929429023111,-0.0007168691820790602,0.0009373829271608417,3.2890036204141646e-06,5.526288110816802e-05,-6.046980144142747e-05,-0.00018526423982559648,-3.180168126945825e-05,-5.528607621685028e-05,-0.0002194213741364489,2.9716509092677767e-06,0.00027043395612864305,-0.0010508685102617182,1.26128416061006e-05,2.357733996612048e-06,-8.482042675251899e-05,0.00011757211740248548,-0.0015249156040171483,1.9182925092999326e-05,-0.0005399949513647305,-1.7882630961505695e-05
-0.00020378943679440377,3.0867104280379966e-05,-0.0001246229157317623,-8.520936541971317e-05,7.361215219345624e-05,2.8090604419823518e-05,8.011464883158644e-05,0.00018115183489466862,0.0005129749593294535,1.5206572757787174e-06,-3.4455012109018826e-05,2.699761993844939e-05,0.0003671454120319079,-3.328430463210278e-05,-0.0001154744985055297,-0.0002194213741364489,-2.0553088481970173e-06,-0.00011791517065642459,-0.00029870293993344594,-5.450650959321563e-05,8.393605949093888e-06,0.00017072915520865485,0.00023425117530505315,-0.003505122927820627,6.674071030497147e-05,-0.00020185786297383256,-2.133822554583289e-05
